fecha,caudal
2025-01-27 03:51:00.065150,415.0
2025-01-27 03:52:00.049564,341.0
2025-01-27 03:53:00.153798,324.0
2025-01-27 03:54:00.072055,84.0
2025-01-27 03:55:00.218308,0.0
2025-01-27 03:56:00.141970,326.0
2025-01-27 03:57:00.133167,253.0
2025-01-27 03:58:00.207379,341.0
2025-01-27 03:59:00.079921,328.0
2025-01-27 04:00:00.210169,334.0
2025-01-27 04:01:00.161388,416.0
2025-01-27 04:02:00.140017,86.0
2025-01-27 04:03:00.145546,82.0
2025-01-27 04:04:00.101664,0.0
2025-01-27 04:05:00.077987,0.0
2025-01-27 04:06:00.130739,325.0
2025-01-27 04:07:00.185721,341.0
2025-01-27 04:08:00.238574,336.0
2025-01-27 04:09:00.110349,336.0
2025-01-27 04:10:00.152192,336.0
2025-01-27 04:11:00.107805,332.0
2025-01-27 04:12:00.223332,332.0
2025-01-27 04:13:00.231628,337.0
2025-01-27 04:14:00.165129,344.0
2025-01-27 04:15:00.179166,248.0
2025-01-27 04:16:00.144924,0.0
2025-01-27 04:17:00.225727,0.0
2025-01-27 04:18:00.181209,0.0
2025-01-27 04:19:00.168712,341.0
2025-01-27 04:20:00.164722,336.0
2025-01-27 04:21:00.068102,334.0
2025-01-27 04:22:00.128448,341.0
2025-01-27 04:23:00.193498,333.0
2025-01-27 04:24:00.132984,341.0
2025-01-27 04:25:00.067452,329.0
2025-01-27 04:26:00.041293,253.0
2025-01-27 04:27:00.069368,0.0
2025-01-27 04:28:00.058736,82.0
2025-01-27 04:29:00.082639,331.0
2025-01-27 04:30:00.044766,336.0
2025-01-27 04:31:00.196745,326.0
2025-01-27 04:32:00.092180,340.0
2025-01-27 04:33:00.046820,332.0
2025-01-27 04:34:00.172425,247.0
2025-01-27 04:35:00.064789,0.0
2025-01-27 04:36:00.202883,83.0
2025-01-27 04:37:00.181096,341.0
2025-01-27 04:38:00.168669,331.0
2025-01-27 04:39:00.074453,251.0
2025-01-27 04:40:00.249626,341.0
2025-01-27 04:41:00.048328,333.0
2025-01-27 04:42:00.124456,259.0
2025-01-27 04:43:00.030754,0.0
2025-01-27 04:44:00.126966,0.0
2025-01-27 04:45:00.143677,338.0
2025-01-27 04:46:00.094316,328.0
2025-01-27 04:47:00.093527,336.0
2025-01-27 04:48:00.175826,337.0
2025-01-27 04:49:00.174021,327.0
2025-01-27 04:50:00.055410,0.0
2025-01-27 04:51:00.156647,0.0
2025-01-27 04:52:00.048025,0.0
2025-01-27 04:53:00.184062,0.0
2025-01-27 04:54:00.102827,0.0
2025-01-27 04:55:00.184616,0.0
2025-01-27 04:56:00.036523,0.0
2025-01-27 04:57:00.127173,0.0
2025-01-27 05:07:00.793378,16229894.0
