fecha,caudal
2025-01-27 03:51:00.048166,248.0
2025-01-27 03:52:00.033568,246.0
2025-01-27 03:53:00.138807,246.0
2025-01-27 03:54:00.051066,165.0
2025-01-27 03:55:00.199319,83.0
2025-01-27 03:56:00.124980,247.0
2025-01-27 03:57:00.115178,248.0
2025-01-27 03:58:00.197382,161.0
2025-01-27 03:59:00.064930,0.0
2025-01-27 04:00:00.193180,0.0
2025-01-27 04:01:00.147396,248.0
2025-01-27 04:02:00.118035,248.0
2025-01-27 04:03:00.127560,82.0
2025-01-27 04:04:00.086673,82.0
2025-01-27 04:05:00.057,248.0
2025-01-27 04:06:00.109752,248.0
2025-01-27 04:07:00.164733,249.0
2025-01-27 04:08:00.223585,163.0
2025-01-27 04:09:00.095360,0.0
2025-01-27 04:10:00.139200,84.0
2025-01-27 04:11:00.095814,248.0
2025-01-27 04:12:00.208341,248.0
2025-01-27 04:13:00.210642,80.0
2025-01-27 04:14:00.145141,0.0
2025-01-27 04:15:00.157175,166.0
2025-01-27 04:16:00.127935,248.0
2025-01-27 04:17:00.207738,248.0
2025-01-27 04:18:00.166223,165.0
2025-01-27 04:19:00.154721,0.0
2025-01-27 04:20:00.149732,81.0
2025-01-27 04:21:00.047114,250.0
2025-01-27 04:22:00.113456,250.0
2025-01-27 04:23:00.175514,246.0
2025-01-27 04:24:00.121990,82.0
2025-01-27 04:25:00.051460,0.0
2025-01-27 04:26:00.031296,83.0
2025-01-27 04:27:00.055378,248.0
2025-01-27 04:28:00.039747,245.0
2025-01-27 04:29:00.066654,166.0
2025-01-27 04:30:00.020773,0.0
2025-01-27 04:31:00.178756,163.0
2025-01-27 04:32:00.079189,251.0
2025-01-27 04:33:00.024832,248.0
2025-01-27 04:34:00.157438,82.0
2025-01-27 04:35:00.050796,0.0
2025-01-27 04:36:00.183896,246.0
2025-01-27 04:37:00.166107,248.0
2025-01-27 04:38:00.152677,247.0
2025-01-27 04:39:00.052469,83.0
2025-01-27 04:40:00.234636,0.0
2025-01-27 04:41:00.039339,163.0
2025-01-27 04:42:00.111465,248.0
2025-01-27 04:43:00.016763,0.0
2025-01-27 04:44:00.113979,0.0
2025-01-27 04:45:00.134683,0.0
2025-01-27 04:46:00.082324,0.0
2025-01-27 04:47:00.082536,0.0
2025-01-27 04:48:00.162834,0.0
2025-01-27 04:49:00.159032,0.0
2025-01-27 04:50:00.040419,82.0
2025-01-27 04:51:00.140657,246.0
2025-01-27 04:52:00.018036,248.0
2025-01-27 04:53:00.169071,82.0
2025-01-27 04:54:00.088834,0.0
2025-01-27 04:55:00.170625,0.0
2025-01-27 04:56:00.017535,83.0
2025-01-27 04:57:00.101186,248.0
2025-01-27 05:07:00.465863,14114584.0
