fecha,caudal
2025-01-27 03:51:00.055157,208.0
2025-01-27 03:52:00.039565,140.0
2025-01-27 03:53:00.143808,0.0
2025-01-27 03:54:00.057063,0.0
2025-01-27 03:55:00.204317,213.0
2025-01-27 03:56:00.130977,282.0
2025-01-27 03:57:00.122176,70.0
2025-01-27 03:58:00.201378,0.0
2025-01-27 03:59:00.069928,0.0
2025-01-27 04:00:00.198177,283.0
2025-01-27 04:01:00.152394,282.0
2025-01-27 04:02:00.125027,-1.0
2025-01-27 04:03:00.134553,0.0
2025-01-27 04:04:00.091669,70.0
2025-01-27 04:05:00.062995,285.0
2025-01-27 04:06:00.114748,208.0
2025-01-27 04:07:00.169731,69.0
2025-01-27 04:08:00.229579,0.0
2025-01-27 04:09:00.100356,0.0
2025-01-27 04:10:00.145195,283.0
2025-01-27 04:11:00.099810,210.0
2025-01-27 04:12:00.212337,71.0
2025-01-27 04:13:00.216638,0.0
2025-01-27 04:14:00.150138,0.0
2025-01-27 04:15:00.163172,284.0
2025-01-27 04:16:00.131933,211.0
2025-01-27 04:17:00.211737,138.0
2025-01-27 04:18:00.172216,0.0
2025-01-27 04:19:00.158722,0.0
2025-01-27 04:20:00.155729,215.0
2025-01-27 04:21:00.052112,207.0
2025-01-27 04:22:00.119453,140.0
2025-01-27 04:23:00.181504,69.0
2025-01-27 04:24:00.125989,0.0
2025-01-27 04:25:00.056458,72.0
2025-01-27 04:26:00.035295,284.0
2025-01-27 04:27:00.059375,206.0
2025-01-27 04:28:00.045744,70.0
2025-01-27 04:29:00.072646,0.0
2025-01-27 04:30:00.027769,0.0
2025-01-27 04:31:00.182752,285.0
2025-01-27 04:32:00.083186,208.0
2025-01-27 04:33:00.031828,70.0
2025-01-27 04:34:00.162431,0.0
2025-01-27 04:35:00.053794,73.0
2025-01-27 04:36:00.189892,210.0
2025-01-27 04:37:00.171102,280.0
2025-01-27 04:38:00.157677,0.0
2025-01-27 04:39:00.059463,0.0
2025-01-27 04:40:00.240632,140.0
2025-01-27 04:41:00.042332,214.0
2025-01-27 04:42:00.115461,70.0
2025-01-27 04:43:00.022760,0.0
2025-01-27 04:44:00.117977,0.0
2025-01-27 04:45:00.137680,0.0
2025-01-27 04:46:00.086322,0.0
2025-01-27 04:47:00.086530,0.0
2025-01-27 04:48:00.167830,0.0
2025-01-27 04:49:00.164027,0.0
2025-01-27 04:50:00.045416,71.0
2025-01-27 04:51:00.144656,210.0
2025-01-27 04:52:00.025031,141.0
2025-01-27 04:53:00.173069,0.0
2025-01-27 04:54:00.093834,0.0
2025-01-27 04:55:00.175622,0.0
2025-01-27 04:56:00.024533,211.0
2025-01-27 04:57:00.110182,211.0
2025-01-27 05:07:00.506161,8395835.0
