fecha,caudal
2025-01-28 23:31:00.119477,3035254.8
2025-01-28 23:32:00.053911,122.70000000018626
2025-01-28 23:33:00.051037,185.0
2025-01-28 23:34:00.147889,183.5
2025-01-28 23:35:00.210970,123.20000000018626
2025-01-28 23:36:00.104319,3036053.5
2025-01-28 23:37:00.056189,184.5
2025-01-28 23:38:00.138754,183.5
2025-01-28 23:39:00.065122,122.0
2025-01-28 23:40:00.220773,184.5
2025-01-28 23:41:00.046013,184.79999999981374
2025-01-28 23:42:00.146745,122.40000000037253
2025-01-28 23:43:00.050372,122.79999999981374
2025-01-28 23:44:00.149514,121.5
2025-01-28 23:45:00.115601,184.70000000018626
2025-01-28 23:46:00.096407,183.79999999981374
2025-01-28 23:47:00.174452,184.79999999981374
2025-01-28 23:48:00.064174,123.20000000018626
2025-01-28 23:49:00.199307,184.0
2025-01-28 23:50:00.054772,184.5
2025-01-28 23:51:00.154249,183.29999999981374
2025-01-28 23:52:00.129298,122.0
2025-01-28 23:53:00.062650,184.70000000018626
2025-01-28 23:54:00.123708,122.70000000018626
2025-01-28 23:55:00.170520,184.29999999981374
2025-01-28 23:56:00.175563,184.5
2025-01-28 23:57:00.096180,123.0
2025-01-28 23:58:00.077615,184.20000000018626
2025-01-28 23:59:00.107532,183.59999999962747
2025-01-29 00:00:00.175461,60.40000000037253
2025-01-29 00:01:00.054923,182.79999999981374
2025-01-29 00:02:00.159101,184.79999999981374
2025-01-29 00:03:00.166194,183.20000000018626
2025-01-29 00:04:00.190856,60.799999999813735
2025-01-29 00:05:00.132119,121.20000000018626
2025-01-29 00:06:00.170483,184.5
2025-01-29 00:07:00.122339,184.70000000018626
2025-01-29 00:08:00.084188,184.29999999981374
2025-01-29 00:09:00.149057,185.0
2025-01-29 00:10:00.157491,123.5
2025-01-29 00:11:00.179170,184.79999999981374
2025-01-29 00:12:00.058762,184.0
2025-01-29 00:13:00.233874,123.40000000037253
2025-01-29 00:14:00.092250,123.0
2025-01-29 00:15:00.069939,184.29999999981374
2025-01-29 00:16:00.048533,184.70000000018626
2025-01-29 00:17:00.063253,123.0
2025-01-29 00:18:00.152607,182.79999999981374
2025-01-29 00:19:00.066472,184.5
2025-01-29 00:20:00.050884,184.29999999981374
2025-01-29 00:21:00.193256,184.40000000037253
2025-01-29 00:22:00.078086,61.299999999813735
2025-01-29 00:23:00.204999,184.29999999981374
2025-01-29 00:24:00.183273,121.70000000018626
2025-01-29 00:25:00.060208,184.0
2025-01-29 00:26:00.045728,184.29999999981374
2025-01-29 00:27:00.187330,184.40000000037253
2025-01-29 00:28:00.195923,184.29999999981374
2025-01-29 00:29:00.060490,184.5
2025-01-29 00:30:00.163704,121.79999999981374
2025-01-29 00:31:00.226305,122.70000000018626
2025-01-29 00:32:00.078120,183.70000000018626
2025-01-29 00:33:00.167706,184.29999999981374
2025-01-29 00:34:00.103187,122.29999999981374
2025-01-29 00:35:00.158968,184.20000000018626
2025-01-29 00:36:00.145940,184.20000000018626
2025-01-29 00:37:00.105839,184.79999999981374
2025-01-29 00:38:00.055531,62.0
2025-01-29 00:39:00.047781,183.20000000018626
2025-01-29 00:40:00.138607,184.59999999962747
2025-01-29 00:41:00.124975,122.40000000037253
2025-01-29 00:42:00.045367,184.29999999981374
2025-01-29 00:43:00.067429,184.29999999981374
2025-01-29 00:44:00.040386,122.20000000018626
2025-01-29 00:45:00.176337,61.200000000186265
2025-01-29 00:46:00.167601,185.29999999981374
2025-01-29 00:47:00.187434,184.0
2025-01-29 00:48:00.151316,183.0
2025-01-29 00:49:00.127904,184.70000000018626
2025-01-29 00:50:00.054837,183.29999999981374
2025-01-29 00:51:00.106789,184.0
2025-01-29 00:52:00.112135,122.29999999981374
2025-01-29 00:53:00.137816,184.40000000037253
2025-01-29 00:54:00.087907,123.0
2025-01-29 00:55:00.040677,184.29999999981374
2025-01-29 00:56:00.098796,184.29999999981374
2025-01-29 00:57:00.192385,182.70000000018626
2025-01-29 00:58:00.097815,184.5
2025-01-29 00:59:00.181495,61.5
2025-01-29 01:00:00.150549,183.0
2025-01-29 01:01:00.050366,184.5
2025-01-29 01:02:00.093521,183.5
2025-01-29 01:03:00.174601,184.29999999981374
2025-01-29 01:04:00.193571,122.0
2025-01-29 01:05:00.068285,183.70000000018626
2025-01-29 01:06:00.050077,184.0
2025-01-29 01:07:00.170980,122.5
2025-01-29 01:08:00.068235,184.20000000018626
2025-01-29 01:09:00.199222,123.29999999981374
2025-01-29 01:10:00.071418,122.70000000018626
2025-01-29 01:11:00.190918,184.79999999981374
2025-01-29 01:12:00.099363,184.5
2025-01-29 01:13:00.153964,183.5
2025-01-29 01:14:00.124763,122.5
2025-01-29 01:15:00.152895,184.0
2025-01-29 01:16:00.048038,183.5
2025-01-29 01:17:00.138049,184.0
2025-01-29 01:18:00.070980,122.79999999981374
2025-01-29 01:19:00.131718,184.40000000037253
2025-01-29 01:20:00.185496,122.79999999981374
2025-01-29 01:21:00.085875,184.5
2025-01-29 01:22:00.191625,61.0
2025-01-29 01:23:00.061668,185.0
2025-01-29 01:24:00.047300,123.5
2025-01-29 01:25:00.164682,121.79999999981374
2025-01-29 01:26:00.120907,183.70000000018626
2025-01-29 01:27:00.192233,183.70000000018626
2025-01-29 01:28:00.083640,122.79999999981374
2025-01-29 01:29:00.058239,184.5
2025-01-29 01:30:00.098569,184.29999999981374
2025-01-29 01:31:00.075411,184.40000000037253
2025-01-29 01:32:00.132716,184.29999999981374
2025-01-29 01:33:00.169668,184.5
2025-01-29 01:34:00.169419,122.5
2025-01-29 01:35:00.101090,184.29999999981374
2025-01-29 01:36:00.060308,182.20000000018626
2025-01-29 01:37:00.070504,184.0
2025-01-29 01:38:00.083026,61.5
2025-01-29 01:39:00.158169,182.29999999981374
2025-01-29 01:40:00.205248,184.40000000037253
2025-01-29 01:41:00.047590,183.29999999981374
2025-01-29 01:42:00.162717,122.5
2025-01-29 01:43:00.080700,121.20000000018626
2025-01-29 01:44:00.113017,122.79999999981374
2025-01-29 01:45:00.097807,182.5
2025-01-29 01:46:00.230974,183.0
2025-01-29 01:47:00.167475,184.29999999981374
2025-01-29 01:48:00.120601,183.40000000037253
2025-01-29 01:49:00.115610,183.29999999981374
2025-01-29 01:50:00.120981,184.5
2025-01-29 01:51:00.134332,122.5
2025-01-29 01:52:00.123922,183.5
2025-01-29 01:53:00.198994,121.79999999981374
2025-01-29 01:54:00.185406,121.40000000037253
2025-01-29 01:55:00.281088,183.59999999962747
2025-01-29 01:56:00.115199,184.70000000018626
2025-01-29 01:57:00.208302,183.29999999981374
